"Year","Units","Sex","WorkingPattern","AgeGroup","WorkRegion","Occupation","Industry","Ethnicity","Impairment","Value","comment"
"2016","Median","Male","Part-Time","Total","Total","Total","Administrative and support service activities","Total","Total","8064","reasonably precise"
"2016","Median","Male","Part-Time","Total","Total","Total","Public administration and defence; compulsory social security","Total","Total","13153","reasonably precise"
"2016","Median","Male","Part-Time","Total","Total","Total","Education","Total","Total","11533","reasonably precise"
"2016","Median","Male","Part-Time","Total","Total","Total","Human health and social work activities","Total","Total","10696","reasonably precise"
"2016","Median","Female","Full-Time","Total","Total","Total","Total","Total","Total","24831","Total"
"2016","Median","Female","Full-Time","Total","Total","Total","Agriculture, forestry and fishing","Total","Total","18079","acceptable"
"2016","Median","Female","Full-Time","Total","Total","Total","Mining and quarrying","Total","Total","36910","acceptable"
"2016","Median","Female","Full-Time","Total","Total","Total","Manufacturing","Total","Total","22186","Total"
"2016","Median","Female","Full-Time","Total","Total","Total","Electricity, gas, steam and air conditioning supply","Total","Total","29102","reasonably precise"
"2016","Median","Female","Full-Time","Total","Total","Total","Water supply; sewerage, waste management and remediation activities","Total","Total","26447","acceptable"
"2016","Median","Female","Full-Time","Total","Total","Total","Construction","Total","Total","24873","reasonably precise"
"2016","Median","Female","Full-Time","Total","Total","Total","Wholesale and retail trade; repair of motor vehicles and motorcycles","Total","Total","19870","Total"
"2016","Median","Female","Full-Time","Total","Total","Total","Transportation and storage","Total","Total","25340","Total"
"2016","Median","Female","Full-Time","Total","Total","Total","Accommodation and food service activities","Total","Total","16400","Total"
"2016","Median","Female","Full-Time","Total","Total","Total","Information and communication","Total","Total","32770","Total"
"2016","Median","Female","Full-Time","Total","Total","Total","Financial and insurance activities","Total","Total","30235","Total"
"2016","Median","Female","Full-Time","Total","Total","Total","Real estate activities","Total","Total","24774","Total"
"2016","Median","Female","Full-Time","Total","Total","Total","Professional, scientific and technical activities","Total","Total","29000","Total"
"2016","Median","Female","Full-Time","Total","Total","Total","Administrative and support service activities","Total","Total","22038","Total"
"2016","Median","Female","Full-Time","Total","Total","Total","Public administration and defence; compulsory social security","Total","Total","28580","Total"
"2016","Median","Female","Full-Time","Total","Total","Total","Education","Total","Total","27924","Total"
"2016","Median","Female","Full-Time","Total","Total","Total","Human health and social work activities","Total","Total","24000","Total"
"2016","Median","Female","Full-Time","Total","Total","Total","Arts, entertainment and recreation","Total","Total","21175","reasonably precise"
"2016","Median","Female","Full-Time","Total","Total","Total","Other service activities","Total","Total","21694","Total"
"2016","Median","Female","Part-Time","Total","Total","Total","Total","Total","Total","9720","Total"
"2016","Median","Female","Part-Time","Total","Total","Total","Agriculture, forestry and fishing","Total","Total","8052","acceptable"
"2016","Median","Female","Part-Time","Total","Total","Total","Manufacturing","Total","Total","10434","Total"
"2016","Median","Female","Part-Time","Total","Total","Total","Electricity, gas, steam and air conditioning supply","Total","Total","15558","acceptable"
"2016","Median","Female","Part-Time","Total","Total","Total","Water supply; sewerage, waste management and remediation activities","Total","Total","11274","acceptable"
"2016","Median","Female","Part-Time","Total","Total","Total","Construction","Total","Total","9100","reasonably precise"
"2016","Median","Female","Part-Time","Total","Total","Total","Wholesale and retail trade; repair of motor vehicles and motorcycles","Total","Total","7980","Total"
"2016","Median","Female","Part-Time","Total","Total","Total","Transportation and storage","Total","Total","12217","reasonably precise"
"2016","Median","Female","Part-Time","Total","Total","Total","Accommodation and food service activities","Total","Total","6456","Total"
"2016","Median","Female","Part-Time","Total","Total","Total","Information and communication","Total","Total","11978","acceptable"
"2016","Median","Female","Part-Time","Total","Total","Total","Financial and insurance activities","Total","Total","13685","Total"
"2016","Median","Female","Part-Time","Total","Total","Total","Real estate activities","Total","Total","10176","reasonably precise"
"2016","Median","Female","Part-Time","Total","Total","Total","Professional, scientific and technical activities","Total","Total","10675","Total"
"2016","Median","Female","Part-Time","Total","Total","Total","Administrative and support service activities","Total","Total","7114","reasonably precise"
"2016","Median","Female","Part-Time","Total","Total","Total","Public administration and defence; compulsory social security","Total","Total","13590","Total"
"2016","Median","Female","Part-Time","Total","Total","Total","Education","Total","Total","10368","Total"
"2016","Median","Female","Part-Time","Total","Total","Total","Human health and social work activities","Total","Total","11507","Total"
"2016","Median","Female","Part-Time","Total","Total","Total","Arts, entertainment and recreation","Total","Total","7213","reasonably precise"
"2016","Median","Female","Part-Time","Total","Total","Total","Other service activities","Total","Total","8103","reasonably precise"
"2017","Median","Total","Total","Total","Total","Total","Total","Total","Total","23484","Total"
"2017","Median","Total","Total","Total","Total","Total","Agriculture, forestry and fishing","Total","Total","20374","reasonably precise"
"2017","Median","Total","Total","Total","Total","Total","Mining and quarrying","Total","Total","38638","reasonably precise"
"2017","Median","Total","Total","Total","Total","Total","Manufacturing","Total","Total","27740","Total"
"2017","Median","Total","Total","Total","Total","Total","Electricity, gas, steam and air conditioning supply","Total","Total","38093","Total"
"2017","Median","Total","Total","Total","Total","Total","Water supply; sewerage, waste management and remediation activities","Total","Total","28660","Total"
"2017","Median","Total","Total","Total","Total","Total","Construction","Total","Total","29435","Total"
"2017","Median","Total","Total","Total","Total","Total","Wholesale and retail trade; repair of motor vehicles and motorcycles","Total","Total","18051","Total"
"2017","Median","Total","Total","Total","Total","Total","Transportation and storage","Total","Total","27659","Total"
"2017","Median","Total","Total","Total","Total","Total","Accommodation and food service activities","Total","Total","13201","Total"
"2017","Median","Total","Total","Total","Total","Total","Information and communication","Total","Total","36282","Total"
"2017","Median","Total","Total","Total","Total","Total","Financial and insurance activities","Total","Total","36520","Total"
"2017","Median","Total","Total","Total","Total","Total","Real estate activities","Total","Total","24272","Total"
"2017","Median","Total","Total","Total","Total","Total","Professional, scientific and technical activities","Total","Total","31245","Total"
