"Year","Units","Sex","WorkingPattern","AgeGroup","WorkRegion","Occupation","Industry","Ethnicity","Impairment","Value","comment"
"2020","Median","Female","Total","Total","East Midlands","Associate professional and technical occupations","Total",NA,NA,"24324","reasonably precise"
"2020","Median","Female","Total","Total","East Midlands","Administrative and secretarial occupations","Total",NA,NA,"16851","Total"
"2020","Median","Female","Total","Total","East Midlands","Skilled trades occupations","Total",NA,NA,"16775","acceptable"
"2020","Median","Female","Total","Total","East Midlands","Caring, leisure and other service occupations","Total",NA,NA,"15088","Total"
"2020","Median","Female","Total","Total","East Midlands","Sales and customer service occupations","Total",NA,NA,"12130","reasonably precise"
"2020","Median","Female","Total","Total","East Midlands","Process, plant and machine operatives","Total",NA,NA,"18379","reasonably precise"
"2020","Median","Female","Total","Total","East Midlands","Elementary occupations","Total",NA,NA,"10172","reasonably precise"
"2020","Median","Female","Total","Total","West Midlands","Total","Total",NA,NA,"19384","Total"
"2020","Median","Female","Total","Total","West Midlands","Managers, directors and senior officials","Total",NA,NA,"33304","reasonably precise"
"2020","Median","Female","Total","Total","West Midlands","Professional occupations","Total",NA,NA,"31048","Total"
"2020","Median","Female","Total","Total","West Midlands","Associate professional and technical occupations","Total",NA,NA,"25548","reasonably precise"
"2020","Median","Female","Total","Total","West Midlands","Administrative and secretarial occupations","Total",NA,NA,"17652","Total"
"2020","Median","Female","Total","Total","West Midlands","Skilled trades occupations","Total",NA,NA,"18525","acceptable"
"2020","Median","Female","Total","Total","West Midlands","Caring, leisure and other service occupations","Total",NA,NA,"13920","Total"
"2020","Median","Female","Total","Total","West Midlands","Sales and customer service occupations","Total",NA,NA,"13518","reasonably precise"
"2020","Median","Female","Total","Total","West Midlands","Process, plant and machine operatives","Total",NA,NA,"18441","reasonably precise"
"2020","Median","Female","Total","Total","West Midlands","Elementary occupations","Total",NA,NA,"8845","reasonably precise"
"2020","Median","Female","Total","Total","East","Total","Total",NA,NA,"18763","Total"
"2020","Median","Female","Total","Total","East","Managers, directors and senior officials","Total",NA,NA,"32221","acceptable"
"2020","Median","Female","Total","Total","East","Professional occupations","Total",NA,NA,"28380","Total"
"2020","Median","Female","Total","Total","East","Associate professional and technical occupations","Total",NA,NA,"26077","reasonably precise"
"2020","Median","Female","Total","Total","East","Administrative and secretarial occupations","Total",NA,NA,"17011","reasonably precise"
"2020","Median","Female","Total","Total","East","Skilled trades occupations","Total",NA,NA,"18418","acceptable"
"2020","Median","Female","Total","Total","East","Caring, leisure and other service occupations","Total",NA,NA,"13537","Total"
"2020","Median","Female","Total","Total","East","Sales and customer service occupations","Total",NA,NA,"11672","reasonably precise"
"2020","Median","Female","Total","Total","East","Process, plant and machine operatives","Total",NA,NA,"17432","reasonably precise"
"2020","Median","Female","Total","Total","East","Elementary occupations","Total",NA,NA,"8608","acceptable"
"2020","Median","Female","Total","Total","London","Total","Total",NA,NA,"29000","Total"
"2020","Median","Female","Total","Total","London","Managers, directors and senior officials","Total",NA,NA,"51051","reasonably precise"
"2020","Median","Female","Total","Total","London","Professional occupations","Total",NA,NA,"38255","Total"
"2020","Median","Female","Total","Total","London","Associate professional and technical occupations","Total",NA,NA,"33336","Total"
"2020","Median","Female","Total","Total","London","Administrative and secretarial occupations","Total",NA,NA,"24064","Total"
"2020","Median","Female","Total","Total","London","Skilled trades occupations","Total",NA,NA,"20389","acceptable"
"2020","Median","Female","Total","Total","London","Caring, leisure and other service occupations","Total",NA,NA,"16856","reasonably precise"
"2020","Median","Female","Total","Total","London","Sales and customer service occupations","Total",NA,NA,"14786","reasonably precise"
"2020","Median","Female","Total","Total","London","Process, plant and machine operatives","Total",NA,NA,"20932","acceptable"
"2020","Median","Female","Total","Total","London","Elementary occupations","Total",NA,NA,"10838","acceptable"
"2020","Median","Female","Total","Total","South East","Total","Total",NA,NA,"20793","Total"
"2020","Median","Female","Total","Total","South East","Managers, directors and senior officials","Total",NA,NA,"31212","reasonably precise"
"2020","Median","Female","Total","Total","South East","Professional occupations","Total",NA,NA,"32238","Total"
"2020","Median","Female","Total","Total","South East","Associate professional and technical occupations","Total",NA,NA,"26000","Total"
"2020","Median","Female","Total","Total","South East","Administrative and secretarial occupations","Total",NA,NA,"17621","Total"
"2020","Median","Female","Total","Total","South East","Skilled trades occupations","Total",NA,NA,"19574","reasonably precise"
"2020","Median","Female","Total","Total","South East","Caring, leisure and other service occupations","Total",NA,NA,"13935","Total"
"2020","Median","Female","Total","Total","South East","Sales and customer service occupations","Total",NA,NA,"12665","Total"
"2020","Median","Female","Total","Total","South East","Process, plant and machine operatives","Total",NA,NA,"20176","reasonably precise"
"2020","Median","Female","Total","Total","South East","Elementary occupations","Total",NA,NA,"8212","reasonably precise"
"2020","Median","Female","Total","Total","South West","Total","Total",NA,NA,"18426","Total"
"2020","Median","Female","Total","Total","South West","Managers, directors and senior officials","Total",NA,NA,"29882","reasonably precise"
"2020","Median","Female","Total","Total","South West","Professional occupations","Total",NA,NA,"29803","Total"
"2020","Median","Female","Total","Total","South West","Associate professional and technical occupations","Total",NA,NA,"24017","Total"
"2020","Median","Female","Total","Total","South West","Administrative and secretarial occupations","Total",NA,NA,"16478","Total"
"2020","Median","Female","Total","Total","South West","Skilled trades occupations","Total",NA,NA,"16385","acceptable"
"2020","Median","Female","Total","Total","South West","Caring, leisure and other service occupations","Total",NA,NA,"13339","Total"
"2020","Median","Female","Total","Total","South West","Sales and customer service occupations","Total",NA,NA,"11534","reasonably precise"
"2020","Median","Female","Total","Total","South West","Process, plant and machine operatives","Total",NA,NA,NA,"unacceptable"
"2020","Median","Female","Total","Total","South West","Elementary occupations","Total",NA,NA,"8097","reasonably precise"
"2020","Median","Female","Total","Total","Wales","Total","Total",NA,NA,"19527","Total"
"2020","Median","Female","Total","Total","Wales","Managers, directors and senior officials","Total",NA,NA,"27054","acceptable"
"2020","Median","Female","Total","Total","Wales","Professional occupations","Total",NA,NA,"31984","Total"
"2020","Median","Female","Total","Total","Wales","Associate professional and technical occupations","Total",NA,NA,"25956","reasonably precise"
"2020","Median","Female","Total","Total","Wales","Administrative and secretarial occupations","Total",NA,NA,"18059","Total"
"2020","Median","Female","Total","Total","Wales","Skilled trades occupations","Total",NA,NA,"16267","acceptable"
"2020","Median","Female","Total","Total","Wales","Caring, leisure and other service occupations","Total",NA,NA,NA,"unacceptable"
"2020","Median","Female","Total","Total","Wales","Sales and customer service occupations","Total",NA,NA,"12260","acceptable"
"2020","Median","Female","Total","Total","Wales","Process, plant and machine operatives","Total",NA,NA,"18418","acceptable"
"2020","Median","Female","Total","Total","Wales","Elementary occupations","Total",NA,NA,"9301","acceptable"
"2020","Median","Female","Total","Total","Scotland","Total","Total",NA,NA,"21947","Total"
"2020","Median","Female","Total","Total","Scotland","Managers, directors and senior officials","Total",NA,NA,"34535","reasonably precise"
"2020","Median","Female","Total","Total","Scotland","Professional occupations","Total",NA,NA,"31706","reasonably precise"
"2020","Median","Female","Total","Total","Scotland","Associate professional and technical occupations","Total",NA,NA,"26512","Total"
"2020","Median","Female","Total","Total","Scotland","Administrative and secretarial occupations","Total",NA,NA,"18244","Total"
"2020","Median","Female","Total","Total","Scotland","Skilled trades occupations","Total",NA,NA,"16096","acceptable"
"2020","Median","Female","Total","Total","Scotland","Caring, leisure and other service occupations","Total",NA,NA,"16043","Total"
"2020","Median","Female","Total","Total","Scotland","Sales and customer service occupations","Total",NA,NA,"12863","reasonably precise"
"2020","Median","Female","Total","Total","Scotland","Process, plant and machine operatives","Total",NA,NA,"17549","reasonably precise"
"2020","Median","Female","Total","Total","Scotland","Elementary occupations","Total",NA,NA,"10388","reasonably precise"
"2020","Median","Female","Total","Total","Northern Ireland","Total","Total",NA,NA,"18848","Total"
"2020","Median","Total","Full-Time","Total","","Managers, directors and senior officials","Total",NA,NA,"45301","Total"
"2020","Median","Total","Full-Time","Total","","Professional occupations","Total",NA,NA,"40341","Total"
"2020","Median","Total","Full-Time","Total","","Associate professional and technical occupations","Total",NA,NA,"33240","Total"
"2020","Median","Total","Full-Time","Total","","Administrative and secretarial occupations","Total",NA,NA,"24118","Total"
"2020","Median","Total","Full-Time","Total","","Skilled trades occupations","Total",NA,NA,"29009","Total"
